iau_abbr,name_en,name_ko,genitive_en,season_kr,note,source,confidence
CVn,Canes Venatici,사냥개자리,Canum Venaticorum,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
CMa,Canis Major,큰개자리,Canis Majoris,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
CMi,Canis Minor,작은개자리,Canis Minoris,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cap,Capricornus,염소자리,Capricorni,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Car,Carina,용골자리,Carinae,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cas,Cassiopeia,카시오페이아자리,Cassiopeiae,북극,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 별자리 전체가 주극성이라는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cen,Centaurus,센타우루스자리,Centauri,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cep,Cepheus,세페우스자리,Cephei,북극,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 별자리 전체가 주극성이라는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cet,Cetus,고래자리,Ceti,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cha,Chamaeleon,카멜레온자리,Chamaeleontis,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cir,Circinus,컴퍼스자리,Circini,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Col,Columba,비둘기자리,Columbae,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Com,Coma Berenices,머리털자리,Comae Berenices,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
CrA,Corona Australis,남쪽왕관자리,Coronae Australis,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
CrB,Corona Borealis,북쪽왕관자리,Coronae Borealis,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Crv,Corvus,까마귀자리,Corvi,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Crt,Crater,컵자리,Crateris,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cru,Crux,남십자자리,Crucis,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Cyg,Cygnus,백조자리,Cygni,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Del,Delphinus,돌고래자리,Delphini,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Dor,Dorado,황새치자리,Doradus,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Dra,Draco,용자리,Draconis,북극,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 별자리 전체가 주극성이라는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Equ,Equuleus,조랑말자리,Equulei,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Eri,Eridanus,에리다누스자리,Eridani,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
For,Fornax,화로자리,Fornacis,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Gem,Gemini,쌍둥이자리,Geminorum,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Gru,Grus,두루미자리,Gruis,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Her,Hercules,허큘리스자리,Herculis,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 통용 별칭 헤르쿨레스자리와 구별; 본 표는 원문 허큘리스자리 유지.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Hor,Horologium,시계자리,Horologii,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Hya,Hydra,바다뱀자리,Hydrae,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. Hydra=바다뱀자리; Hydrus=물뱀자리.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Hyi,Hydrus,물뱀자리,Hydri,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님. Hydrus=물뱀자리; Hydra=바다뱀자리.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Ind,Indus,인디언자리,Indi,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Lac,Lacerta,도마뱀자리,Lacertae,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Leo,Leo,사자자리,Leonis,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
LMi,Leo Minor,작은사자자리,Leonis Minoris,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Lep,Lepus,토끼자리,Leporis,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Lib,Libra,천칭자리,Librae,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Lup,Lupus,이리자리,Lupi,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Lyn,Lynx,살쾡이자리,Lyncis,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Lyr,Lyra,거문고자리,Lyrae,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Men,Mensa,테이블산자리,Mensae,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Mic,Microscopium,현미경자리,Microscopii,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Mon,Monoceros,외뿔소자리,Monocerotis,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Mus,Musca,파리자리,Muscae,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Nor,Norma,직각자자리,Normae,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Oct,Octans,팔분의자리,Octantis,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Oph,Ophiuchus,뱀주인자리,Ophiuchi,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Ori,Orion,오리온자리,Orionis,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Pav,Pavo,공작자리,Pavonis,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Peg,Pegasus,페가수스자리,Pegasi,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Per,Perseus,페르세우스자리,Persei,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Phe,Phoenix,봉황자리,Phoenicis,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Pic,Pictor,화가자리,Pictoris,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Psc,Pisces,물고기자리,Piscium,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
PsA,Piscis Austrinus,남쪽물고기자리,Piscis Austrini,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Pup,Puppis,고물자리,Puppis,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Pyx,Pyxis,나침반자리,Pyxidis,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Ret,Reticulum,그물자리,Reticuli,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Sge,Sagitta,화살자리,Sagittae,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Sgr,Sagittarius,궁수자리,Sagittarii,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Sco,Scorpius,전갈자리,Scorpii,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Scl,Sculptor,조각가자리,Sculptoris,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Sct,Scutum,방패자리,Scuti,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Ser,Serpens,뱀자리,Serpentis,여름,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 뱀머리·뱀꼬리의 분리된 두 영역을 합쳐 1개 별자리로 계산.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Sex,Sextans,육분의자리,Sextantis,봄,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Tau,Taurus,황소자리,Tauri,겨울,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Tel,Telescopium,망원경자리,Telescopii,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Tri,Triangulum,삼각형자리,Trianguli,가을,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
TrA,Triangulum Australe,남쪽삼각형자리,Trianguli Australis,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
Tuc,Tucana,큰부리새자리,Tucanae,남천,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 남반구 중심 분류이며 한국에서 전부 보이지 않는다는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
UMa,Ursa Major,큰곰자리,Ursae Majoris,북극,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 별자리 전체가 주극성이라는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
UMi,Ursa Minor,작은곰자리,Ursae Minoris,북극,한글은 한국천문학회 용어표. season_kr는 북위 약 36도 저녁 관측용 편집 분류이며 공식 계절 규격·가시성 판정이 아님. 별자리 전체가 주극성이라는 뜻은 아님.,https://www.kas.org/down/dictionary/15.pdf | https://www.iau.org/IAU/IAU/Astronomy-FAQs/Constellations.aspx,high
